Score,Time(s)
0.2971083970632973,0.241358
0.3682964884804063,0.255226
0.3682964884804063,0.283986
0.3682964884804063,0.299406
0.3682964884804063,0.316422
0.3682964884804063,0.343366
0.3787546555972652,0.369539
0.3787546555972652,0.384152
0.3901927537942547,0.39917
0.3901927537942547,0.414456
0.3901927537942547,0.426462
0.410601019407118,0.446135
0.410601019407118,0.463859
0.410601019407118,0.492905
0.410601019407118,0.506259
0.410601019407118,0.520163
0.410601019407118,0.539007
0.410601019407118,0.555117
0.410601019407118,0.583915
0.410601019407118,0.596928
0.410601019407118,0.621562
0.410601019407118,0.646888
0.410601019407118,0.663763
0.410601019407118,0.691977
0.410601019407118,0.706348
0.410601019407118,0.727397
0.410601019407118,0.745533
0.410601019407118,0.762155
0.410601019407118,0.787983
0.410601019407118,0.800221
0.410601019407118,0.814603
0.410601019407118,0.829376
0.410601019407118,0.844361
0.410601019407118,0.861248
0.410601019407118,0.881178
0.410601019407118,0.897868
0.410601019407118,0.922827
0.410601019407118,0.933017
0.410601019407118,0.946152
0.410601019407118,0.968529
0.410601019407118,0.989058
0.410601019407118,1.001672
0.410601019407118,1.026501
0.410601019407118,1.038495
0.410601019407118,1.057018
0.410601019407118,1.074346
0.410601019407118,1.085799
0.410601019407118,1.101686
0.410601019407118,1.115603
0.410601019407118,1.137547
0.410601019407118,1.154319
0.4132645674967077,1.165807
0.4132645674967077,1.181543
0.4132645674967077,1.196257
0.4132645674967077,1.220424
0.4132645674967077,1.233942
0.4132645674967077,1.259024
0.4132645674967077,1.277747
0.4132645674967077,1.29538
0.4132645674967077,1.312571
0.4132645674967077,1.326775
0.4132645674967077,1.339435
0.4132645674967077,1.361
0.4132645674967077,1.379287
0.4132645674967077,1.397309
0.4132645674967077,1.422289
0.4132645674967077,1.434952
0.4132645674967077,1.453669
0.4132645674967077,1.467764
0.4132645674967077,1.483941
0.4132645674967077,1.498736
0.4149435297960381,1.513601
0.4149435297960381,1.533484
0.4149435297960381,1.5574
0.4149435297960381,1.587813
0.4149435297960381,1.610563
0.4149435297960381,1.64028
0.4149435297960381,1.655082
0.4149435297960381,1.682206
0.4149435297960381,1.711852
0.4149435297960381,1.72471
0.4149435297960381,1.749371
0.4149435297960381,1.771055
0.4149435297960381,1.785939
0.4149435297960381,1.80197
0.4149435297960381,1.831241
0.4149435297960381,1.849796
0.4149435297960381,1.871923
0.4149435297960381,1.892535
0.4149435297960381,1.913628
0.4149435297960381,1.934453
0.4149435297960381,1.948881
0.4149435297960381,1.967299
0.4149435297960381,1.982394
0.4149435297960381,2.007895
0.4149435297960381,2.021618
0.4149435297960381,2.038505
0.4149435297960381,2.052793
0.4149435297960381,2.065849
0.4149435297960381,2.078886
0.4149435297960381,2.107361
0.4149435297960381,2.123622
0.4149435297960381,2.147714
0.4149435297960381,2.15935
0.4149435297960381,2.174213
0.4149435297960381,2.188404
0.4149435297960381,2.213176
0.4149435297960381,2.223539
0.4149435297960381,2.249248
0.4149435297960381,2.263306
0.4149435297960381,2.279639
0.4149435297960381,2.293811
0.4149435297960381,2.313829
0.4149435297960381,2.329011
0.4149435297960381,2.343868
0.4149435297960381,2.359594
0.4149435297960381,2.374012
0.4149435297960381,2.389696
0.4149435297960381,2.418277
0.4149435297960381,2.436705
0.4149435297960381,2.45971
0.4149435297960381,2.48296
0.4149435297960381,2.511167
0.4149435297960381,2.525115
0.4149435297960381,2.553091
0.4149435297960381,2.567772
0.4149435297960381,2.590558
0.4149435297960381,2.605488
0.4149435297960381,2.623913
0.4149435297960381,2.6403
0.4149435297960381,2.664475
0.4149435297960381,2.678469
0.4149435297960381,2.704616
0.4149435297960381,2.72186
0.4149435297960381,2.750992
0.4149435297960381,2.764383
0.4149435297960381,2.779363
0.4149435297960381,2.80762
0.4149435297960381,2.819827
0.4149435297960381,2.840908
0.4149435297960381,2.867909
0.4149435297960381,2.885424
0.4149435297960381,2.901201
0.4149435297960381,2.912288
0.4149435297960381,2.939379
0.4149435297960381,2.95448
0.4149435297960381,2.979754
0.4149435297960381,2.994866
0.4149435297960381,3.022633
0.4149435297960381,3.048423
0.4149435297960381,3.064986
0.4149435297960381,3.077612
0.4149435297960381,3.092414
0.4149435297960381,3.12
0.4149435297960381,3.139751
0.4149435297960381,3.165642
0.4149435297960381,3.177506
0.4149435297960381,3.204451
0.4149435297960381,3.232652
0.4149435297960381,3.247532
0.4149435297960381,3.267273
0.4149435297960381,3.28925
0.4149435297960381,3.304826
0.4149435297960381,3.317029
0.4149435297960381,3.332935
0.4149435297960381,3.359513
0.4149435297960381,3.376681
0.4149435297960381,3.399592
0.4149435297960381,3.420667
0.4149435297960381,3.446895
0.4149435297960381,3.46307
0.4149435297960381,3.484684
0.4149435297960381,3.497822
0.4149435297960381,3.515302
0.4149435297960381,3.540107
0.4149435297960381,3.558656
0.4149435297960381,3.581454
0.4149435297960381,3.606528
0.4149435297960381,3.623796
0.4149435297960381,3.652899
0.4149435297960381,3.681955
0.4149435297960381,3.69529
0.4149435297960381,3.713978
0.4149435297960381,3.732911
0.4149435297960381,3.751569
0.4149435297960381,3.765917
0.4149435297960381,3.779104
0.4149435297960381,3.792325
0.4149435297960381,3.809239
0.4149435297960381,3.819841
0.4149435297960381,3.832272
0.4149435297960381,3.848279
0.4149435297960381,3.867301
0.4149435297960381,3.891293
0.4149435297960381,3.907365
0.4149435297960381,3.934013
0.4149435297960381,3.962399
0.4149435297960381,3.976201
0.4149435297960381,3.992099
0.4149435297960381,4.017463
0.4149435297960381,4.032313
0.4149435297960381,4.050926
0.4149435297960381,4.068058
0.4149435297960381,4.080006
0.4149435297960381,4.092655
0.4149435297960381,4.119719
0.4149435297960381,4.13259
0.4149435297960381,4.146003
0.4149435297960381,4.160779
0.4149435297960381,4.174905
0.4149435297960381,4.190878
0.42041688725480036,4.207462
0.42041688725480036,4.221826
0.42041688725480036,4.24794
0.42041688725480036,4.261965
0.42041688725480036,4.273393
0.42041688725480036,4.291872
0.42041688725480036,4.305575
0.42041688725480036,4.329057
0.42041688725480036,4.342515
0.42041688725480036,4.35687
0.42041688725480036,4.367764
0.42041688725480036,4.396854
0.42041688725480036,4.413657
0.42041688725480036,4.427799
0.42041688725480036,4.444359
0.42041688725480036,4.458241
0.42041688725480036,4.477331
0.42041688725480036,4.50298
0.42041688725480036,4.527302
0.42041688725480036,4.553357
0.42041688725480036,4.57235
0.42041688725480036,4.586217
0.42041688725480036,4.60353
0.42041688725480036,4.616274
0.42041688725480036,4.637023
0.42041688725480036,4.663701
0.42041688725480036,4.694237
0.42041688725480036,4.711521
0.42041688725480036,4.734368
0.42041688725480036,4.752175
0.42041688725480036,4.78173
0.42041688725480036,4.803223
0.42041688725480036,4.841308
0.42041688725480036,4.890931
0.42041688725480036,4.92784
0.42041688725480036,4.967175
0.42041688725480036,5.001278
0.42041688725480036,5.027206
0.42041688725480036,5.07503
0.4235351814934133,5.131549
0.4235351814934133,5.170911
0.4235351814934133,5.222966
0.4235351814934133,5.297136
0.47993671158760626,5.339361
0.5010271442469506,5.390105
0.5010271442469506,5.454923
0.5010271442469506,5.500481
0.5010271442469506,5.578851
0.5010271442469506,5.626182
0.5010271442469506,5.670114
0.5010271442469506,5.720188
0.5010271442469506,5.756746
0.5010271442469506,5.792673
0.5010271442469506,5.840038
0.5035988891505304,5.871531
0.5035988891505304,5.942231
0.5035988891505304,5.985156
0.5035988891505304,6.021869
0.5035988891505304,6.049876
0.5035988891505304,6.078879
0.5035988891505304,6.111451
0.5035988891505304,6.164499
0.5035988891505304,6.20694
0.5035988891505304,6.24478
0.5035988891505304,6.277391
0.5035988891505304,6.33804
0.5035988891505304,6.385454
0.5035988891505304,6.414957
0.5035988891505304,6.46207
0.5035988891505304,6.499795
0.5035988891505304,6.547945
0.5035988891505304,6.598696
0.5035988891505304,6.635732
0.5035988891505304,6.669728
0.5035988891505304,6.69623
0.5035988891505304,6.720641
0.5035988891505304,6.788671
0.5035988891505304,6.819006
0.5035988891505304,6.881986
0.5035988891505304,6.946054
0.5035988891505304,6.997723
0.5035988891505304,7.059154
0.5035988891505304,7.09274
0.5035988891505304,7.155938
0.5035988891505304,7.205911
0.5035988891505304,7.27277
0.5035988891505304,7.327752
0.5035988891505304,7.358655
0.5035988891505304,7.434802
0.5035988891505304,7.487143
