Score,Time(s)
0.48169050923303924,0.219382
0.5252203953998303,0.24524
0.6291646777066594,0.256452
0.659573702185021,0.277765
0.659573702185021,0.295194
0.7440474208480421,0.310948
0.7440474208480421,0.321052
0.9443337766325078,0.337953
0.9443337766325078,0.34671
0.9443337766325078,0.360619
0.9443337766325078,0.38529
0.9443337766325078,0.407326
0.9927928664899773,0.422086
0.9927928664899773,0.447416
0.9927928664899773,0.46098
0.9927928664899773,0.473934
0.9927928664899773,0.487547
0.9927928664899773,0.503866
0.9927928664899773,0.512696
0.9927928664899773,0.527623
0.9927928664899773,0.55272
0.9927928664899773,0.573891
0.9927928664899773,0.596813
0.9927928664899773,0.612733
0.9927928664899773,0.635475
0.9927928664899773,0.648036
0.9927928664899773,0.663249
0.9927928664899773,0.678018
0.9927928664899773,0.693929
0.9927928664899773,0.705297
0.9927928664899773,0.716966
0.9927928664899773,0.739757
0.9927928664899773,0.7656
0.9927928664899773,0.787934
0.9927928664899773,0.806487
0.9927928664899773,0.82658
0.9927928664899773,0.850646
0.9927928664899773,0.878097
0.9927928664899773,0.894485
0.9927928664899773,0.912904
0.9927928664899773,0.924067
0.9927928664899773,0.939761
0.9927928664899773,0.952037
0.9927928664899773,0.966669
0.9927928664899773,0.979235
0.9927928664899773,1.004768
0.9927928664899773,1.021408
0.9927928664899773,1.043238
0.9927928664899773,1.072846
0.9927928664899773,1.095571
0.9927928664899773,1.112049
0.9927928664899773,1.123959
0.9927928664899773,1.139315
0.9927928664899773,1.155267
0.9927928664899773,1.178337
0.9927928664899773,1.18958
0.9927928664899773,1.199777
0.9927928664899773,1.214234
0.9927928664899773,1.225969
0.9927928664899773,1.236509
0.9927928664899773,1.257687
0.9927928664899773,1.268604
0.9927928664899773,1.285753
0.9927928664899773,1.306394
0.9927928664899773,1.326762
0.9927928664899773,1.346835
0.9927928664899773,1.361205
0.9927928664899773,1.374817
0.9927928664899773,1.403164
0.9927928664899773,1.420457
0.9927928664899773,1.443665
0.9927928664899773,1.475256
0.9927928664899773,1.501033
0.9927928664899773,1.527538
0.9927928664899773,1.550244
0.9927928664899773,1.563631
0.9927928664899773,1.58594
0.9927928664899773,1.599155
0.9927928664899773,1.616533
0.9927928664899773,1.633228
0.9927928664899773,1.653521
0.9927928664899773,1.681494
0.9927928664899773,1.707195
0.9927928664899773,1.723415
0.9927928664899773,1.743616
0.9927928664899773,1.754641
0.9927928664899773,1.767682
0.9927928664899773,1.778292
0.9927928664899773,1.802133
0.9927928664899773,1.822007
0.9927928664899773,1.843618
0.9927928664899773,1.853083
0.9927928664899773,1.867269
0.9927928664899773,1.878301
0.9927928664899773,1.893444
0.9927928664899773,1.905191
0.9927928664899773,1.918421
0.9927928664899773,1.931267
0.9927928664899773,1.941871
0.9927928664899773,1.955549
0.9927928664899773,1.978961
0.9927928664899773,2.003175
0.9927928664899773,2.027552
0.9927928664899773,2.055519
0.9927928664899773,2.080643
0.9927928664899773,2.095363
0.9927928664899773,2.113761
0.9927928664899773,2.143395
0.9927928664899773,2.161379
0.9927928664899773,2.175045
0.9927928664899773,2.203376
0.9927928664899773,2.215027
0.9927928664899773,2.235567
0.9927928664899773,2.253964
0.9927928664899773,2.269874
0.9927928664899773,2.295568
0.9927928664899773,2.307986
0.9927928664899773,2.330877
0.9927928664899773,2.345891
0.9927928664899773,2.359531
0.9927928664899773,2.38052
0.9927928664899773,2.391599
0.9927928664899773,2.401649
0.9927928664899773,2.412975
0.9927928664899773,2.425085
0.9927928664899773,2.441351
0.9927928664899773,2.452033
0.9927928664899773,2.462834
0.9927928664899773,2.473644
0.9927928664899773,2.484665
0.9927928664899773,2.493452
0.9927928664899773,2.504835
0.9927928664899773,2.526989
0.9927928664899773,2.53775
0.9927928664899773,2.550869
0.9927928664899773,2.566295
0.9927928664899773,2.576264
0.9927928664899773,2.586796
0.9927928664899773,2.598983
0.9927928664899773,2.623643
0.9927928664899773,2.648057
0.9927928664899773,2.673205
0.9927928664899773,2.696188
0.9927928664899773,2.707221
0.9927928664899773,2.740311
0.9927928664899773,2.767394
0.9927928664899773,2.797877
0.9927928664899773,2.832504
0.9927928664899773,2.848638
0.9927928664899773,2.868227
0.9936811800235744,2.885341
0.9936811800235744,2.91608
0.9936811800235744,2.943525
0.9936811800235744,3.017495
0.9936811800235744,3.03142
0.9936811800235744,3.123485
0.9936811800235744,3.150636
0.9936811800235744,3.166607
0.9936811800235744,3.197008
0.9936811800235744,3.213039
0.9936811800235744,3.231986
0.9936811800235744,3.25084
0.9936811800235744,3.280105
0.9936811800235744,3.304314
0.9936811800235744,3.316012
0.9936811800235744,3.338361
0.9936811800235744,3.351316
0.9936811800235744,3.365468
0.9936811800235744,3.380039
0.9936811800235744,3.398107
0.9936811800235744,3.421318
0.9936811800235744,3.432327
0.9936811800235744,3.457384
0.9936811800235744,3.480369
0.9936811800235744,3.504703
0.9936811800235744,3.516923
0.9936811800235744,3.538454
0.9936811800235744,3.553058
0.9936811800235744,3.564104
0.9936811800235744,3.585143
0.9936811800235744,3.609625
0.9936811800235744,3.623471
0.9936811800235744,3.643018
0.9936811800235744,3.655847
0.9936811800235744,3.668577
0.9936811800235744,3.67977
0.9936811800235744,3.692968
0.9936811800235744,3.70968
0.9936811800235744,3.733019
0.9936811800235744,3.747454
0.9936811800235744,3.766675
0.9936811800235744,3.779853
0.9936811800235744,3.796679
0.9936811800235744,3.821158
0.9936811800235744,3.837706
0.9936811800235744,3.851937
0.9936811800235744,3.876433
0.9936811800235744,3.887294
0.9936811800235744,3.895612
0.9936811800235744,3.917303
0.9936811800235744,3.928838
0.9936811800235744,3.937399
0.9936811800235744,3.960496
0.9936811800235744,3.972514
0.9936811800235744,3.991065
0.9936811800235744,4.014993
0.9936811800235744,4.026349
0.9936811800235744,4.048249
0.9936811800235744,4.062302
0.9936811800235744,4.077793
0.9936811800235744,4.091766
0.9936811800235744,4.115445
0.9936811800235744,4.131823
0.9936811800235744,4.147878
0.9936811800235744,4.162001
0.9936811800235744,4.178937
0.9936811800235744,4.202806
0.9936811800235744,4.218434
0.9936811800235744,4.228463
0.9936811800235744,4.252272
0.9936811800235744,4.263262
0.9936811800235744,4.277175
0.9936811800235744,4.290824
0.9936811800235744,4.304324
0.9936811800235744,4.314997
0.9936811800235744,4.334428
0.9936811800235744,4.3493
0.9936811800235744,4.360213
0.9936811800235744,4.374986
0.9936811800235744,4.38561
0.9936811800235744,4.401072
0.9936811800235744,4.411431
0.9936811800235744,4.431342
0.9936811800235744,4.451846
0.9936811800235744,4.462695
0.9936811800235744,4.48049
0.9936811800235744,4.492987
0.9936811800235744,4.5145
0.9936811800235744,4.53106
0.9936811800235744,4.558569
0.9936811800235744,4.579987
0.9936811800235744,4.60139
0.9936811800235744,4.624151
0.9936811800235744,4.658834
0.9936811800235744,4.699988
0.9936811800235744,4.745223
0.9977213342560728,4.774013
0.9977213342560728,4.808655
0.9977213342560728,4.829013
0.9977213342560728,4.887821
0.9977213342560728,4.951735
0.9977213342560728,5.020611
0.9977213342560728,5.049863
0.9977213342560728,5.117865
0.9977213342560728,5.135907
0.9977213342560728,5.173043
0.9977213342560728,5.208215
0.9977213342560728,5.243418
0.9977213342560728,5.277288
0.9977213342560728,5.341045
0.9977213342560728,5.382036
0.9977213342560728,5.418567
0.9977213342560728,5.484609
0.9977213342560728,5.509726
0.9977213342560728,5.546396
0.9977213342560728,5.580575
0.9977213342560728,5.62383
0.9977213342560728,5.67586
0.9977213342560728,5.699896
0.9977213342560728,5.740357
0.9977213342560728,5.807118
0.9977213342560728,5.864224
0.9977213342560728,5.897728
0.9977213342560728,5.952585
0.9977213342560728,6.004055
0.9977213342560728,6.03084
0.9977213342560728,6.066599
0.9977213342560728,6.138181
0.9977213342560728,6.190291
0.9977213342560728,6.22905
0.9977213342560728,6.260049
0.9977213342560728,6.28946
0.9977213342560728,6.308723
0.9977213342560728,6.372242
0.9977213342560728,6.413198
0.9977213342560728,6.443415
0.9977213342560728,6.51694
0.9977213342560728,6.560209
0.9977213342560728,6.612242
0.9977213342560728,6.670341
0.9977213342560728,6.711691
0.9977213342560728,6.744794
0.9977213342560728,6.770833
0.9977213342560728,6.824327
0.9977213342560728,6.861167
0.9977213342560728,6.916934
0.9977213342560728,6.937369
0.9977213342560728,6.970699
0.9977213342560728,7.02954
0.9977213342560728,7.051051
0.9977213342560728,7.07005
0.9977213342560728,7.104535
0.9977213342560728,7.148201
0.9977213342560728,7.210579
0.9977213342560728,7.248868
0.9977213342560728,7.267883
0.9977213342560728,7.296177
0.9977213342560728,7.326595
0.9977213342560728,7.399714
0.9977213342560728,7.46473
0.9977213342560728,7.525799
0.9977213342560728,7.559119
0.9977213342560728,7.630151
0.9977213342560728,7.702718
0.9977213342560728,7.743737
0.9977213342560728,7.781267
0.9977213342560728,7.816648
0.9977213342560728,7.846898
0.9977213342560728,7.871388
0.9977213342560728,7.903996
0.9977213342560728,7.934875
0.9977213342560728,7.990736
0.9977213342560728,8.03152
0.9977213342560728,8.086646
0.9977213342560728,8.185457
0.9977213342560728,8.429702
0.9977213342560728,8.643588
0.9977213342560728,8.716912
0.9977213342560728,8.910332
0.9977213342560728,9.15711
0.9977213342560728,9.337342
0.9977213342560728,9.527934
0.9977213342560728,9.612313
0.9977213342560728,9.734407
0.9977213342560728,9.813772
0.9977213342560728,9.898923
0.9977213342560728,10.009616
0.9977213342560728,10.08654
0.9977213342560728,10.161272
